Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
FZD7	2q33.1	9.19	9.17	1.17	1.52	0.02	0.941	0.957	Altered group
DTWD2	5q23.1	6.87	6.87	0.57	1.00	0.01	0.941	0.957	Altered group
CLDN14	21q22.13	3.49	3.46	2.26	2.69	0.03	0.942	0.958	Altered group
LRIG3	12q14.1	7.58	7.57	0.99	1.42	0.01	0.942	0.958	Altered group
ZNF717	3p12.3	5.24	5.23	0.82	1.10	0.01	0.943	0.959	Altered group
TRIM10	6p22.1	0.35	0.34	0.49	0.64	0.01	0.943	0.959	Altered group
SCRN1	7p14.3	10.14	10.13	1.12	2.10	0.02	0.944	0.959	Altered group
SLC16A6	17q24.2	6.50	6.49	1.40	2.94	0.02	0.944	0.960	Altered group
HMGXB4	22q12.3	9.14	9.13	0.56	0.73	0.01	0.944	0.960	Altered group
SLC9A3R2	16p13.3	9.23	9.22	1.10	1.03	0.01	0.944	0.960	Altered group
SMYD4	17p13.3	8.29	8.29	0.39	0.55	0.00	0.945	0.960	Altered group
TAOK1	17q11.2	7.93	7.92	1.04	1.42	0.01	0.945	0.960	Altered group
SHOC1	9q31.3	1.10	1.08	1.10	1.16	0.01	0.945	0.960	Altered group
HBA2	16p13.3	6.64	6.61	2.03	2.13	0.02	0.945	0.961	Altered group
RPS21	20q13.33	12.63	12.62	0.62	0.79	0.01	0.945	0.961	Altered group
RBMS3	3p24.1	5.75	5.73	1.43	1.90	0.02	0.946	0.961	Altered group
OR4K2	14q11.2	0.03	0.03	0.14	0.21	0.00	0.946	0.961	Altered group
SYPL2	1p13.3	5.03	5.02	1.40	1.69	0.02	0.946	0.961	Altered group
PSAT1	9q21.2	9.31	9.29	1.42	2.48	0.02	0.947	0.961	Altered group
PDCD6IP	3p22.3	11.49	11.49	0.28	0.48	0.00	0.947	0.961	Altered group
HSP90B3P	1p22.1	3.30	3.29	0.74	1.11	0.01	0.947	0.962	Altered group
GLI1	12q13.3	3.76	3.75	1.00	1.52	0.01	0.947	0.962	Altered group
FAR2P1	2q21.1	1.98	1.97	1.49	2.36	0.02	0.948	0.963	Altered group
HSD17B12	11p11.2	10.34	10.33	0.57	0.96	0.01	0.948	0.963	Altered group
PRR23A	3q23	0.17	0.16	0.34	0.59	0.00	0.948	0.963	Altered group
LRRC52	1q24.1	1.60	1.58	1.90	1.80	0.02	0.949	0.963	Altered group
OCLN	5q13.2	3.61	3.59	1.64	1.84	0.02	0.949	0.963	Altered group
RBM12	20q11.22	10.83	10.83	0.31	0.47	0.00	0.951	0.965	Altered group
ATP4B	13q34	0.65	0.64	1.24	1.15	0.01	0.951	0.965	Altered group
ECT2	3q26.31	8.75	8.74	0.92	1.16	0.01	0.951	0.965	Altered group
CNDP2	18q22.3	11.98	11.98	0.47	0.69	0.01	0.952	0.966	Altered group
USP42	7p22.1	8.61	8.60	0.38	0.61	0.00	0.952	0.966	Altered group
HLTF	3q24	9.80	9.79	0.77	1.07	0.01	0.952	0.966	Altered group
LPO	17q22	1.05	1.03	1.38	1.16	0.01	0.952	0.966	Altered group
PDC	1q31.1	0.34	0.34	0.51	0.50	0.01	0.953	0.967	Altered group
RPN1	3q21.3	12.78	12.78	0.44	0.51	0.00	0.953	0.967	Altered group
EQTN	9p21.2	0.36	0.35	0.46	0.55	0.00	0.953	0.967	Altered group
RPL7	8q21.11	10.44	10.43	0.55	0.83	0.01	0.954	0.967	Altered group
BCKDHB	6q14.1	7.85	7.84	0.64	0.83	0.01	0.954	0.967	Altered group
SEMA5A	5p15.31	10.15	10.13	1.61	1.90	0.02	0.954	0.967	Altered group
HSD17B8	6p21.32	7.75	7.75	0.75	1.13	0.01	0.954	0.968	Altered group
MMEL1	1p36.32	2.51	2.49	1.81	2.01	0.02	0.955	0.968	Altered group
A2M-AS1	12p13.31	5.45	5.44	0.98	1.52	0.01	0.955	0.968	Altered group
H4C5	6p22.2	1.90	1.89	0.95	1.04	0.01	0.955	0.968	Altered group
ZBTB3	11q12.3	6.57	6.57	0.47	0.62	0.00	0.955	0.968	Altered group
OPN3	1q43	9.63	9.62	0.90	1.30	0.01	0.956	0.969	Altered group
OPRPN	4q13.3	0.09	0.09	0.46	0.42	0.00	0.956	0.969	Altered group
CCN5	20q13.12	7.11	7.08	3.20	2.66	0.03	0.956	0.969	Altered group
HS2ST1	1p22.3	10.13	10.12	0.54	0.83	0.01	0.957	0.970	Altered group
PHF21B	22q13.31	2.13	2.11	2.18	2.31	0.02	0.957	0.970	Altered group
ROM1	11q12.3	5.73	5.73	0.53	0.94	0.01	0.958	0.970	Altered group
ATP1B2	17p13.1	7.10	7.08	2.40	2.72	0.02	0.959	0.971	Altered group
H3C3	6p22.2	1.03	1.02	0.86	0.87	0.01	0.960	0.972	Altered group
OPLAH	8q24.3	6.17	6.15	1.53	2.50	0.01	0.960	0.972	Altered group
KHDC3L	6q13	0.06	0.06	0.23	0.32	0.00	0.961	0.972	Altered group
LINC00174	7q11.21	7.05	7.04	0.79	1.07	0.01	0.961	0.972	Altered group
OR51E1	11p15.4	3.58	3.57	1.27	1.09	0.01	0.961	0.972	Altered group
GPC4	Xq26.2	7.30	7.29	1.57	2.53	0.01	0.961	0.972	Altered group
TMEM191A	22q11.21	3.79	3.78	1.25	1.30	0.01	0.962	0.973	Altered group
MRPL20-AS1	1p36.33	8.65	8.65	0.35	0.55	0.00	0.962	0.973	Altered group
ZRANB3	2q21.3	5.66	5.66	0.72	1.19	0.01	0.962	0.973	Altered group
KRT74	12q13.13	0.23	0.23	0.48	0.99	0.00	0.962	0.973	Altered group
EHD4	15q15.1	10.70	10.70	0.53	0.79	0.00	0.963	0.974	Altered group
TGDS	13q32.1	8.56	8.55	0.99	1.23	0.01	0.964	0.974	Altered group
SMCO3	12p12.3	3.20	3.19	1.28	1.53	0.01	0.964	0.975	Altered group
DCAF10	9p13.2	9.22	9.22	0.46	0.69	0.00	0.964	0.975	Altered group
ATP2B2	3p25.3	2.06	2.05	1.44	1.80	0.01	0.965	0.975	Altered group
HDDC3	15q26.1	8.25	8.24	0.41	0.68	0.00	0.965	0.976	Altered group
FXYD1	19q13.12	5.05	5.04	2.05	2.63	0.02	0.966	0.976	Altered group
MKLN1	7q32.3	10.59	10.58	0.67	0.67	0.00	0.966	0.977	Altered group
GSDMC	8q24.21	2.19	2.18	1.35	2.05	0.01	0.967	0.977	Altered group
DEFB119	20q11.21	0.01	0.01	0.06	0.09	0.00	0.967	0.977	Altered group
CPXM1	20p13	8.46	8.44	1.83	1.96	0.01	0.968	0.978	Altered group
GJB6	13q12.11	3.55	3.53	2.50	3.81	0.02	0.968	0.978	Altered group
KLK14	19q13.41	1.59	1.59	1.00	1.60	0.01	0.968	0.978	Altered group
POLR1F	7p21.1	9.20	9.20	0.65	0.79	0.00	0.968	0.978	Altered group
TAF10	11p15.4	9.96	9.96	0.52	0.78	0.00	0.969	0.978	Altered group
OR2M2	1q44	0.02	0.02	0.14	0.15	0.00	0.969	0.978	Altered group
PITX3	10q24.32	0.51	0.50	0.71	0.73	0.00	0.969	0.978	Altered group
ANKRD30BP2	21q11.2	0.31	0.31	0.44	0.76	0.00	0.969	0.979	Altered group
CSNK1A1P1	15q14	0.39	0.39	0.40	0.68	0.00	0.970	0.979	Altered group
NBEA	13q13.3	7.44	7.43	1.25	1.81	0.01	0.970	0.979	Altered group
PLEKHG6	12p13.31	2.19	2.18	1.31	1.80	0.01	0.970	0.980	Altered group
EFCAB5	17q11.2	2.97	2.97	1.14	1.48	0.01	0.971	0.980	Altered group
COX16	14q24.2	9.39	9.39	0.36	0.45	0.00	0.971	0.980	Altered group
OR52R1	11p15.4	0.03	0.02	0.11	0.16	0.00	0.972	0.981	Altered group
LUC7L2	7q34	10.90	10.90	0.39	0.48	0.00	0.972	0.981	Altered group
SLFNL1	1p34.2	2.14	2.13	0.90	0.96	0.01	0.972	0.981	Altered group
TMEM126A	11q14.1	8.04	8.04	0.37	0.64	0.00	0.973	0.981	Altered group
MFSD14B	9q22.32	10.66	10.66	0.43	0.61	0.00	0.973	0.982	Altered group
ZYG11B	1p32.3	9.52	9.52	0.54	0.75	0.00	0.974	0.983	Altered group
BCL2L1	20q11.21	11.23	11.22	0.55	0.66	0.00	0.975	0.983	Altered group
VTI1B	14q24.1	10.27	10.26	0.35	0.52	0.00	0.975	0.983	Altered group
H2AC15	6p22.1	1.94	1.93	0.94	1.09	0.01	0.975	0.983	Altered group
SNW1	14q24.3	10.56	10.56	0.35	0.43	0.00	0.975	0.983	Altered group
CALN1	7q11.22	1.31	1.30	1.76	1.96	0.01	0.976	0.983	Altered group
OR4D11	11q12.1	0.02	0.02	0.09	0.10	0.00	0.976	0.984	Altered group
LRCH4	7q22.1	10.68	10.67	0.82	0.68	0.00	0.976	0.984	Altered group
SRF	6p21.1	10.63	10.62	0.35	0.51	0.00	0.976	0.984	Altered group
FBXO9	6p12.1	9.74	9.74	0.43	0.67	0.00	0.976	0.984	Altered group
CAMTA2	17p13.2	10.27	10.27	0.51	0.58	0.00	0.976	0.984	Altered group
SLC36A2	5q33.1	0.16	0.16	0.31	0.36	0.00	0.977	0.984	Altered group
TDRD12	19q13.11	1.33	1.32	1.93	2.57	0.01	0.977	0.984	Altered group
KIF22	16p11.2	10.20	10.20	0.49	0.58	0.00	0.977	0.984	Altered group
OR11L1	1q44	0.03	0.03	0.11	0.15	0.00	0.977	0.984	Altered group
JKAMP	14q23.1	9.55	9.55	0.36	0.52	0.00	0.978	0.985	Altered group
OXCT2	1p34.2	3.22	3.22	0.76	1.25	0.00	0.978	0.985	Altered group
CAPN7	3p25.1	9.18	9.18	0.42	0.69	0.00	0.978	0.985	Altered group
HOXB9	17q21.32	5.34	5.33	2.27	2.88	0.01	0.979	0.986	Altered group
FGF6	12p13.32	0.01	0.01	0.06	0.08	0.00	0.979	0.986	Altered group
NME6	3p21.31	7.60	7.60	0.44	0.81	0.00	0.979	0.986	Altered group
ACOX1	17q25.1	9.99	9.98	0.36	0.58	0.00	0.979	0.986	Altered group
BHLHE40	3p26.1	11.92	11.91	0.51	0.89	0.00	0.980	0.986	Altered group
EPHA7	6q16.1	1.20	1.19	1.16	1.63	0.01	0.980	0.986	Altered group
SDC4P	22q12.2	0.02	0.02	0.10	0.12	0.00	0.980	0.986	Altered group
DPYSL5	2p23.3	1.78	1.77	2.26	2.29	0.01	0.980	0.986	Altered group
PRCD	17q25.1	4.49	4.48	1.47	1.68	0.01	0.981	0.986	Altered group
EP300	22q13.2	11.21	11.21	0.43	0.63	0.00	0.981	0.986	Altered group
AMHR2	12q13.13	1.01	1.00	1.62	1.72	0.01	0.981	0.987	Altered group
LINC00592	12q13.13	0.33	0.32	0.57	0.76	0.00	0.982	0.987	Altered group
COLEC11	2p25.3	4.86	4.86	1.60	2.17	0.01	0.982	0.987	Altered group
AMOTL2	3q22.2	9.95	9.95	0.73	1.04	0.00	0.982	0.987	Altered group
CFHR5	1q31.3	0.09	0.09	0.46	0.41	0.00	0.982	0.987	Altered group
ZNF514	2q11.1	7.32	7.32	0.69	0.85	0.00	0.982	0.987	Altered group
TMPRSS12	12q13.12	0.10	0.10	0.23	0.26	0.00	0.982	0.987	Altered group
SAA1	11p15.1	2.82	2.81	1.94	2.50	0.01	0.982	0.987	Altered group
KLF11	2p25.1	8.69	8.69	0.51	0.73	0.00	0.982	0.987	Altered group
DNAH10	12q24.31	3.08	3.07	1.26	1.69	0.01	0.982	0.987	Altered group
CST9L	20p11.21	0.04	0.04	0.25	0.16	0.00	0.982	0.987	Altered group
KCNN1	19p13.11	3.27	3.26	1.84	2.18	0.01	0.983	0.987	Altered group
LEPROT	1p31.3	8.86	8.85	0.85	1.12	0.00	0.983	0.988	Altered group
SH3GL2	9p22.2	3.38	3.36	3.01	2.67	0.01	0.983	0.988	Altered group
SIX4	14q23.1	4.89	4.88	1.40	1.84	0.01	0.983	0.988	Altered group
SLC26A4-AS1	7q22.3	2.98	2.97	2.85	2.53	0.01	0.983	0.988	Altered group
EPB42	15q15.2	0.22	0.21	0.50	0.51	0.00	0.984	0.988	Altered group
SRPK1	6p21.31	10.05	10.05	0.46	0.73	0.00	0.984	0.988	Altered group
GPD1	12q13.12	3.36	3.36	1.49	2.19	0.01	0.984	0.988	Altered group
INS-IGF2	11p15.5	0.61	0.61	0.75	0.89	0.00	0.984	0.988	Altered group
ZNRD1ASP	6p22.1	5.27	5.27	0.65	0.84	0.00	0.984	0.988	Altered group
ASAP3	1p36.12	8.30	8.30	0.91	1.30	0.00	0.985	0.989	Altered group
TSC22D2	3q25.1	8.80	8.80	0.54	0.69	0.00	0.986	0.990	Altered group
ZBTB43	9q33.3	8.43	8.43	0.40	0.65	0.00	0.986	0.990	Altered group
UBQLN3	11p15.4	0.02	0.02	0.12	0.12	0.00	0.986	0.990	Altered group
HAP1	17q21.2	3.08	3.08	1.77	2.19	0.01	0.987	0.990	Altered group
SMN2	5q13.2	9.81	9.81	0.46	0.68	0.00	0.987	0.991	Altered group
SND1-IT1	7q32.1	1.10	1.10	0.79	0.72	0.00	0.987	0.991	Altered group
KRT32	17q21.2	0.39	0.39	0.80	1.01	0.00	0.988	0.991	Altered group
SRP72	4q12	11.18	11.18	0.41	0.63	0.00	0.988	0.991	Altered group
ENPP1	6q23.2	7.98	7.97	1.40	1.75	0.00	0.988	0.991	Altered group
RPL22	1p36.31	12.60	12.60	0.40	0.65	0.00	0.988	0.992	Altered group
RAMAC	15q25.2	8.48	8.48	0.44	0.52	0.00	0.990	0.993	Altered group
COL17A1	10q25.1	3.66	3.66	2.13	3.49	0.00	0.990	0.993	Altered group
ACTR1A	10q24.32	11.42	11.41	0.37	0.59	0.00	0.991	0.994	Altered group
CAMSAP3	19p13.2	3.75	3.74	1.69	2.49	0.00	0.992	0.995	Altered group
GUCY2GP	10q25.2	0.08	0.07	0.27	0.22	0.00	0.992	0.995	Altered group
LMNTD2	11p15.5	5.10	5.10	1.37	1.27	0.00	0.992	0.995	Altered group
C12ORF60	12p12.3	4.68	4.68	1.05	0.94	0.00	0.993	0.995	Altered group
MESTIT1	7q32.2	0.48	0.48	0.76	0.90	0.00	0.993	0.995	Altered group
PIM3	22q13.33	10.78	10.78	0.68	0.84	0.00	0.993	0.995	Altered group
PDZD2	5p13.3	6.41	6.40	1.37	2.04	0.00	0.993	0.995	Altered group
GABARAPL1	12p13.2	9.85	9.85	0.59	0.72	0.00	0.993	0.995	Altered group
HNRNPA2B1	7p15.2	13.86	13.86	0.33	0.42	0.00	0.993	0.995	Altered group
KIDINS220	2p25.1	10.79	10.79	0.44	0.69	0.00	0.994	0.995	Altered group
MDFI	6p21.1	6.78	6.78	1.96	2.59	0.00	0.995	0.996	Altered group
TAF2	8q24.12	9.32	9.32	0.65	0.90	0.00	0.995	0.997	Altered group
GIPC3	19p13.3	7.69	7.69	1.20	1.71	0.00	0.996	0.997	Altered group
LINC00265	7p14.1	7.48	7.48	0.74	0.92	0.00	0.996	0.997	Altered group
CDKN2B-AS1	9p21.3	3.10	3.09	1.34	1.86	0.00	0.996	0.997	Altered group
DYNAP	18q21.2	0.40	0.40	1.24	0.96	0.00	0.996	0.997	Altered group
SET	9q34.11	12.43	12.43	0.37	0.56	0.00	0.998	0.999	Altered group
PCDH9	13q21.32	6.17	6.17	1.66	2.14	0.00	0.998	0.999	Altered group
TBATA	10q22.1	0.10	0.10	0.31	0.26	0.00	0.998	0.999	Altered group
WDR6	3p21.31	11.31	11.31	0.47	0.65	0.00	0.998	0.999	Altered group
LRRC2	3p21.31	4.75	4.75	1.16	1.90	0.00	0.999	0.999	Altered group
NR2E3	15q23	1.09	1.09	0.74	0.73	0.00	1.00	1.00	Altered group
NRL	14q11.2-q12	4.80	4.80	0.64	0.79	0.00	1.00	1.00	Altered group
DDI2	1p36.21	6.21	6.21	0.82	1.23	0.00	1.00	1.00	Altered group
DSN1	20q11.23	8.79	8.79	0.52	0.62	0.00	1.00	1.00	Altered group
LINC00486	2p22.3	0.01	0.21	0.07	0.38	-0.20	1.53e-17	5.03e-16	Unaltered group
CIAPIN1	16q21	9.79	10.24	0.22	0.53	-0.46	1.31e-15	3.44e-14	Unaltered group
FBXL21P	5q31.1	0.03	0.69	0.11	1.62	-0.66	1.32e-15	3.47e-14	Unaltered group
MECR	1p35.3	8.30	9.00	0.35	0.56	-0.70	9.65e-15	2.29e-13	Unaltered group
CHRND	2q37.1	0.05	0.44	0.13	0.95	-0.40	4.51e-14	9.91e-13	Unaltered group
CCT3	1q22	12.49	13.20	0.38	0.57	-0.71	1.11e-13	2.33e-12	Unaltered group
UBAP2L	1q21.3	11.78	12.31	0.29	0.48	-0.54	1.28e-13	2.67e-12	Unaltered group
GRPEL1	4p16.1	9.18	9.62	0.24	0.50	-0.44	1.60e-13	3.31e-12	Unaltered group
KCNV1	8q23.2	0.03	0.34	0.11	0.77	-0.31	2.77e-13	5.51e-12	Unaltered group
NUP93	16q13	10.39	10.93	0.30	0.73	-0.54	3.13e-13	6.21e-12	Unaltered group
TULP3	12p13.33	9.04	9.82	0.43	0.64	-0.79	3.14e-13	6.22e-12	Unaltered group
TARS2	1q21.2	9.33	9.87	0.30	0.60	-0.54	4.05e-13	7.94e-12	Unaltered group
LINC00244	7q36	0.03	0.29	0.13	0.46	-0.25	5.37e-13	1.04e-11	Unaltered group
CDK16	Xp11.3	10.75	11.41	0.37	0.56	-0.66	5.51e-13	1.07e-11	Unaltered group
FAM189B	1q22	9.49	10.45	0.55	0.69	-0.97	1.32e-12	2.43e-11	Unaltered group
RRP1	21q22.3	9.37	10.09	0.41	0.63	-0.71	1.40e-12	2.57e-11	Unaltered group
POLD2	7p13	10.87	11.64	0.44	0.67	-0.77	1.57e-12	2.85e-11	Unaltered group
HOXD11	2q31.1	0.70	1.92	0.67	2.10	-1.21	1.80e-12	3.26e-11	Unaltered group
RAB3A	19p13.11	6.18	7.41	0.71	1.09	-1.23	1.97e-12	3.54e-11	Unaltered group
PHB	17q21.33	11.58	12.29	0.41	0.55	-0.71	2.38e-12	4.23e-11	Unaltered group
IPO9	1q32.1	10.91	11.56	0.38	0.53	-0.65	2.44e-12	4.33e-11	Unaltered group
GYS1	19q13.33	10.30	10.91	0.36	0.76	-0.61	2.89e-12	5.09e-11	Unaltered group
PTCD1	7q22.1	8.85	9.52	0.40	0.59	-0.67	5.63e-12	9.66e-11	Unaltered group
NDUFS2	1q23.3	10.91	11.53	0.37	0.54	-0.62	6.45e-12	1.10e-10	Unaltered group
SLC3A2	11q12.3	11.96	12.86	0.54	0.89	-0.89	7.06e-12	1.20e-10	Unaltered group
DDX56	7p13	10.63	11.05	0.25	0.58	-0.42	7.13e-12	1.21e-10	Unaltered group
PUF60	8q24.3	11.61	12.38	0.46	0.59	-0.76	8.43e-12	1.41e-10	Unaltered group
PIP4K2C	12q13.3	10.04	10.52	0.29	0.68	-0.48	9.45e-12	1.57e-10	Unaltered group
SLC7A5P1	16p11.2	0.59	1.91	0.80	1.46	-1.32	9.59e-12	1.59e-10	Unaltered group
CDK4	12q14.1	11.39	12.03	0.39	0.68	-0.64	1.07e-11	1.76e-10	Unaltered group
KCNA4	11p14.1	0.18	0.93	0.40	1.60	-0.75	1.09e-11	1.79e-10	Unaltered group
MDH2	7q11.23	11.89	12.56	0.41	0.62	-0.67	1.29e-11	2.10e-10	Unaltered group
ACBD6	1q25.2-q25.3	8.72	9.27	0.34	0.52	-0.55	1.50e-11	2.40e-10	Unaltered group
EMC8	16q24.1	8.83	9.18	0.21	0.47	-0.34	1.50e-11	2.40e-10	Unaltered group
RETSAT	2p11.2	10.40	11.23	0.51	1.00	-0.83	1.65e-11	2.64e-10	Unaltered group
EIF3B	7p22.3	12.26	12.82	0.35	0.57	-0.56	1.82e-11	2.89e-10	Unaltered group
AMMECR1L	2q14.3	9.55	10.16	0.38	0.53	-0.61	1.84e-11	2.92e-10	Unaltered group
NAXE	1q22	10.52	11.29	0.48	0.86	-0.77	1.93e-11	3.03e-10	Unaltered group
LIG3	17q12	8.96	9.54	0.36	0.58	-0.58	1.99e-11	3.13e-10	Unaltered group
RILPL1	12q24.31	8.18	8.99	0.51	0.66	-0.81	2.57e-11	4.00e-10	Unaltered group
LYSMD1	1q21.3	7.31	8.06	0.47	0.63	-0.75	2.67e-11	4.14e-10	Unaltered group
TMEM9	1q32.1	10.08	10.85	0.49	0.66	-0.77	2.73e-11	4.23e-10	Unaltered group
SOX12	20p13	9.29	10.31	0.64	0.77	-1.02	2.89e-11	4.45e-10	Unaltered group
AP4M1	7q22.1	8.04	8.64	0.38	0.57	-0.60	2.97e-11	4.58e-10	Unaltered group
TMEM201	1p36.22	9.42	10.33	0.57	0.70	-0.91	2.99e-11	4.60e-10	Unaltered group
FKBP4	12p13.33	10.97	11.76	0.50	0.72	-0.79	3.53e-11	5.36e-10	Unaltered group
ATP5MC3	2q31.1	11.43	11.95	0.34	0.58	-0.53	4.16e-11	6.25e-10	Unaltered group
SCAMP3	1q22	10.94	11.61	0.43	0.64	-0.67	4.16e-11	6.25e-10	Unaltered group
SLC35D3	6q23.3	0.12	0.54	0.25	0.82	-0.42	4.20e-11	6.30e-10	Unaltered group
MRPL24	1q23.1	10.09	10.79	0.45	0.69	-0.69	4.83e-11	7.17e-10	Unaltered group
GPI	19q13.11	12.63	13.36	0.47	0.81	-0.73	5.25e-11	7.76e-10	Unaltered group
NRSN2	20p13	9.61	10.52	0.58	0.71	-0.90	6.30e-11	9.22e-10	Unaltered group
PAX7	1p36.13	0.12	0.65	0.29	1.20	-0.53	6.35e-11	9.27e-10	Unaltered group
ILVBL	19p13.12	10.19	11.33	0.74	0.99	-1.14	6.64e-11	9.67e-10	Unaltered group
AHCY	20q11.22	11.63	12.45	0.53	0.76	-0.82	7.47e-11	1.08e-9	Unaltered group
TMEM97	17q11.2	8.80	9.76	0.63	0.86	-0.96	7.53e-11	1.08e-9	Unaltered group
PFAS	17p13.1	9.59	10.21	0.41	0.62	-0.62	9.25e-11	1.32e-9	Unaltered group
SYDE1	19p13.12	9.42	10.35	0.61	0.84	-0.93	9.27e-11	1.32e-9	Unaltered group
CCDC51	3p21.31	8.12	8.87	0.50	0.58	-0.75	1.11e-10	1.56e-9	Unaltered group
PIK3R2	19p13.11	10.47	11.26	0.52	0.60	-0.79	1.24e-10	1.73e-9	Unaltered group
IAPP	12p12.1	0.01	0.20	0.07	0.54	-0.19	1.34e-10	1.87e-9	Unaltered group
FH	1q43	10.24	10.83	0.40	0.62	-0.59	1.42e-10	1.97e-9	Unaltered group
ARHGAP39	8q24.3	7.51	9.11	1.07	0.97	-1.61	1.53e-10	2.10e-9	Unaltered group
CERS2	1q21.3	11.76	12.26	0.34	0.52	-0.50	1.57e-10	2.16e-9	Unaltered group
LINC00934	12q24.23	0.10	0.51	0.23	0.98	-0.41	1.66e-10	2.28e-9	Unaltered group
DVL3	3q27.1	11.06	11.62	0.38	0.58	-0.57	1.91e-10	2.60e-9	Unaltered group
NARF	17q25.3	9.98	10.51	0.35	0.75	-0.53	2.08e-10	2.80e-9	Unaltered group
POLDIP2	17q11.2	10.95	11.43	0.32	0.50	-0.48	2.10e-10	2.84e-9	Unaltered group
C19ORF44	19p13.11	7.15	7.73	0.40	0.54	-0.58	2.27e-10	3.05e-9	Unaltered group
FAM86C1P	11q13.4	7.23	7.76	0.36	0.74	-0.54	2.36e-10	3.16e-9	Unaltered group
UBQLN4	1q22	10.49	11.05	0.38	0.58	-0.56	2.40e-10	3.21e-9	Unaltered group
TNPO2	19p13.13	10.66	11.17	0.35	0.47	-0.51	2.64e-10	3.50e-9	Unaltered group
TRUB2	9q34.11	9.15	9.72	0.39	0.61	-0.57	2.74e-10	3.63e-9	Unaltered group
CYC1	8q24.3	10.81	11.50	0.47	0.70	-0.69	2.76e-10	3.66e-9	Unaltered group
AGBL5	2p23.3	8.99	9.66	0.46	0.59	-0.67	2.77e-10	3.66e-9	Unaltered group
SMARCA4	19p13.2	11.54	12.18	0.44	0.53	-0.64	3.26e-10	4.25e-9	Unaltered group
PSME3	17q21.31	11.32	11.73	0.28	0.47	-0.41	3.52e-10	4.56e-9	Unaltered group
C8ORF33	8q24.3	10.00	10.70	0.48	0.63	-0.70	3.65e-10	4.71e-9	Unaltered group
CATSPERZ	11q13.1	0.61	1.64	0.70	1.60	-1.03	4.13e-10	5.31e-9	Unaltered group
NAB2	12q13.3	9.81	10.49	0.47	0.69	-0.68	4.13e-10	5.31e-9	Unaltered group
PFDN2	1q23.3	9.76	10.41	0.45	0.68	-0.65	4.25e-10	5.45e-9	Unaltered group
RTF2	20q13.31	11.25	11.61	0.24	0.53	-0.35	4.38e-10	5.60e-9	Unaltered group
NR2F6	19p13.11	8.63	9.71	0.75	0.68	-1.08	4.48e-10	5.73e-9	Unaltered group
ATN1	12p13.31	11.55	12.20	0.45	0.57	-0.64	4.51e-10	5.76e-9	Unaltered group
BCS1L	2q35	8.32	8.84	0.37	0.52	-0.53	4.85e-10	6.16e-9	Unaltered group
NUTF2	16q22.1	10.60	11.00	0.28	0.58	-0.41	5.14e-10	6.51e-9	Unaltered group
SMG5	1q22	11.33	11.78	0.32	0.52	-0.46	5.57e-10	7.05e-9	Unaltered group
MANBAL	20q11.23	9.79	10.34	0.38	0.50	-0.54	5.70e-10	7.19e-9	Unaltered group
SDHC	1q23.3	10.67	11.16	0.34	0.48	-0.49	6.24e-10	7.83e-9	Unaltered group
AIMP2	7p22.1	8.80	9.43	0.45	0.62	-0.64	6.44e-10	8.05e-9	Unaltered group
NFS1	20q11.22	8.78	9.21	0.31	0.54	-0.44	7.64e-10	9.44e-9	Unaltered group
PIPSL	10q23.33	7.20	7.66	0.33	0.51	-0.46	7.90e-10	9.75e-9	Unaltered group
IPO13	1p34.1	9.98	10.55	0.40	0.61	-0.56	8.31e-10	1.02e-8	Unaltered group
SENP3	17p13	10.06	10.42	0.26	0.47	-0.37	8.41e-10	1.03e-8	Unaltered group
FGD1	Xp11.22	9.01	10.14	0.81	0.79	-1.13	9.15e-10	1.11e-8	Unaltered group
UBFD1	16p12.2	10.50	10.99	0.35	0.47	-0.49	9.21e-10	1.12e-8	Unaltered group
GTF2IRD1	7q11.23	7.94	9.12	0.84	0.73	-1.18	9.23e-10	1.12e-8	Unaltered group
LETM1	4p16.3	10.05	10.58	0.38	0.58	-0.53	9.27e-10	1.12e-8	Unaltered group
COQ9	16q21	9.58	10.00	0.30	0.58	-0.42	1.04e-9	1.25e-8	Unaltered group
PEX19	1q23.2	10.50	10.98	0.35	0.52	-0.48	1.07e-9	1.29e-8	Unaltered group
CCDC86	11q12.2	9.48	10.21	0.53	0.59	-0.73	1.08e-9	1.30e-8	Unaltered group
ZNF768	16p11.2	9.62	10.40	0.56	0.56	-0.78	1.15e-9	1.38e-8	Unaltered group
NT5C3B	17q21.2	9.06	9.71	0.47	0.59	-0.65	1.24e-9	1.47e-8	Unaltered group
RNF187	1q42.13	11.37	11.97	0.43	0.61	-0.60	1.25e-9	1.48e-8	Unaltered group
AGAP2-AS1	12q14.1	8.17	9.27	0.80	1.12	-1.10	1.26e-9	1.50e-8	Unaltered group
NELFCD	20q13.32	10.78	11.26	0.35	0.51	-0.49	1.28e-9	1.51e-8	Unaltered group
MOGAT1	2q36.1	0.06	0.30	0.15	0.54	-0.24	1.31e-9	1.54e-8	Unaltered group
MAP3K6	1p36.11	9.40	10.16	0.54	0.83	-0.75	1.35e-9	1.59e-8	Unaltered group
TMEM79	1q22	7.18	7.84	0.47	0.97	-0.66	1.35e-9	1.59e-8	Unaltered group
HILPDA	7q32.1	7.19	7.97	0.57	0.74	-0.78	1.46e-9	1.70e-8	Unaltered group
