Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
HSD17B1	17q21.2	5.46	5.87	0.89	1.18	-0.41	0.0147	0.0460	Unaltered group
CALR3	19p13.11	0.37	0.62	0.52	0.80	-0.24	0.0147	0.0460	Unaltered group
RDM1	17q12	2.77	3.25	1.03	1.50	-0.48	0.0147	0.0460	Unaltered group
SLC26A1	4p16.3	5.18	5.64	1.02	0.97	-0.46	0.0147	0.0461	Unaltered group
HIP1R	12q24.31	9.79	10.16	0.82	0.77	-0.37	0.0148	0.0462	Unaltered group
GLRX2	1q31.2	6.81	7.02	0.45	0.63	-0.21	0.0148	0.0463	Unaltered group
MRPL53	2p13.1	9.09	9.34	0.56	0.60	-0.25	0.0149	0.0464	Unaltered group
OCIAD1	4p11	11.15	11.33	0.39	0.47	-0.18	0.0149	0.0465	Unaltered group
RPAIN	17p13.2	8.96	9.18	0.48	0.63	-0.22	0.0149	0.0465	Unaltered group
PSMB6	17p13.2	10.53	10.74	0.46	0.56	-0.21	0.0149	0.0465	Unaltered group
LY6G6E	6p21.33	0.02	0.07	0.10	0.24	-0.05	0.0149	0.0465	Unaltered group
MRPL33	2p23.2	8.97	9.23	0.56	0.65	-0.26	0.0149	0.0465	Unaltered group
MAP3K6	1p36.11	9.45	9.77	0.72	0.79	-0.33	0.0149	0.0466	Unaltered group
MAP3K9	14q24.2	6.99	7.43	0.97	0.83	-0.44	0.0150	0.0467	Unaltered group
FLVCR1	1q32.3	7.17	7.58	0.91	0.82	-0.41	0.0150	0.0468	Unaltered group
PAF1	19q13.2	10.25	10.36	0.24	0.47	-0.12	0.0150	0.0468	Unaltered group
EVPLL	17p11.2	4.39	5.15	1.68	2.03	-0.77	0.0150	0.0468	Unaltered group
PCLO	7q21.11	6.65	7.16	1.13	1.38	-0.52	0.0151	0.0469	Unaltered group
MRPL51	12p13.31	10.33	10.56	0.49	0.57	-0.22	0.0151	0.0469	Unaltered group
STPG3	9q34.3	1.68	2.32	1.40	1.68	-0.64	0.0151	0.0469	Unaltered group
PCNX3	11q13.1	10.48	10.72	0.53	0.55	-0.24	0.0151	0.0469	Unaltered group
ECHDC3	10p14	7.84	8.18	0.71	1.31	-0.34	0.0151	0.0471	Unaltered group
APOO	Xp22.11	7.60	7.77	0.36	0.65	-0.17	0.0152	0.0471	Unaltered group
ZSCAN16	6p22.1	6.95	7.19	0.51	0.69	-0.24	0.0152	0.0471	Unaltered group
PYM1	12q13.2	9.09	9.31	0.48	0.49	-0.22	0.0152	0.0471	Unaltered group
LNX2	13q12.2	9.22	9.49	0.59	0.72	-0.27	0.0152	0.0472	Unaltered group
BTG3	21q21.1	9.85	10.10	0.54	0.76	-0.25	0.0152	0.0472	Unaltered group
MTCH2	11p11.2	10.41	10.59	0.38	0.47	-0.18	0.0152	0.0473	Unaltered group
SEZ6L2	16p11.2	9.98	10.49	1.11	1.54	-0.51	0.0152	0.0473	Unaltered group
STK16	2q35	9.23	9.44	0.45	0.49	-0.20	0.0153	0.0474	Unaltered group
CNBD1	8q21.3	0.01	0.06	0.09	0.31	-0.05	0.0153	0.0474	Unaltered group
VAPB	20q13.32	9.77	10.01	0.53	0.50	-0.24	0.0153	0.0475	Unaltered group
ALKBH2	12q24.11	7.55	7.79	0.53	0.69	-0.24	0.0153	0.0476	Unaltered group
KCNV1	8q23.2	1.05	1.68	1.36	2.00	-0.63	0.0154	0.0477	Unaltered group
RUSC1-AS1	1q22	5.69	6.21	1.17	1.12	-0.52	0.0154	0.0478	Unaltered group
ALG1	16p13.3	9.35	9.54	0.40	0.53	-0.18	0.0154	0.0478	Unaltered group
CENPJ	13q12.12-q12.13	7.18	7.41	0.48	0.77	-0.23	0.0154	0.0478	Unaltered group
VEZT	12q22	10.66	10.85	0.41	0.50	-0.19	0.0154	0.0478	Unaltered group
ACVR2B-AS1	3p22.2	4.05	4.38	0.72	0.92	-0.33	0.0155	0.0478	Unaltered group
ZSCAN2	15q25.2	7.55	7.75	0.44	0.57	-0.20	0.0155	0.0478	Unaltered group
RALY	20q11.22	11.74	11.92	0.41	0.48	-0.19	0.0155	0.0479	Unaltered group
TMEM205	19p13.2	10.17	10.40	0.50	0.62	-0.23	0.0155	0.0480	Unaltered group
CPLX2	5q35.2	1.98	2.98	2.10	3.67	-1.00	0.0156	0.0481	Unaltered group
FAM13A	4q22.1	9.96	10.31	0.76	0.97	-0.35	0.0156	0.0481	Unaltered group
COPS5	8q13.1	9.86	10.09	0.50	0.58	-0.23	0.0156	0.0481	Unaltered group
PFN2	3q25.1	9.95	10.48	1.17	1.46	-0.53	0.0156	0.0482	Unaltered group
SH2D6	2p11.2	0.96	1.50	1.20	1.32	-0.54	0.0156	0.0482	Unaltered group
RPL26L1	5q35.1	7.74	7.99	0.55	0.67	-0.25	0.0156	0.0482	Unaltered group
PPIE	1p34.2	9.62	9.81	0.41	0.48	-0.19	0.0156	0.0482	Unaltered group
APRT	16q24.3	10.63	10.92	0.64	0.70	-0.29	0.0157	0.0482	Unaltered group
TRIP13	5p15.33	7.84	8.32	1.06	1.42	-0.48	0.0157	0.0483	Unaltered group
NAB2	12q13.3	9.40	9.68	0.62	0.77	-0.28	0.0157	0.0484	Unaltered group
SNRNP25	16p13.3	8.93	9.18	0.56	0.62	-0.25	0.0157	0.0484	Unaltered group
HGFAC	4p16.3	1.32	1.97	1.44	1.65	-0.65	0.0157	0.0484	Unaltered group
ARSH	Xp22.33	1.26	1.70	0.96	1.27	-0.44	0.0157	0.0484	Unaltered group
POLR2K	8q22.2	9.76	10.00	0.54	0.63	-0.24	0.0157	0.0484	Unaltered group
WDR26	1q42.11-q42.12	11.45	11.57	0.28	0.38	-0.13	0.0158	0.0485	Unaltered group
UBXN2A	2p23.3	7.95	8.12	0.38	0.45	-0.17	0.0158	0.0485	Unaltered group
UHRF1	19p13.3	7.55	7.96	0.89	1.28	-0.41	0.0158	0.0486	Unaltered group
DOC2A	16p11.2	3.37	4.11	1.62	2.17	-0.74	0.0159	0.0487	Unaltered group
PAGE3	Xp11.21	0.01	0.05	0.06	0.29	-0.04	0.0159	0.0487	Unaltered group
FBXW9	19p13.13	7.24	7.61	0.83	0.69	-0.37	0.0159	0.0488	Unaltered group
RAD18	3p25.3	7.47	7.68	0.45	0.60	-0.21	0.0159	0.0489	Unaltered group
CASD1	7q21.3	9.28	9.47	0.41	0.63	-0.19	0.0159	0.0489	Unaltered group
SLC10A4	4p11	2.61	3.40	1.75	1.92	-0.79	0.0160	0.0490	Unaltered group
VKORC1L1	7q11.21	10.62	10.90	0.63	0.60	-0.28	0.0160	0.0490	Unaltered group
ATAD3C	1p36.33	7.01	7.46	0.99	1.38	-0.45	0.0160	0.0491	Unaltered group
DDX55	12q24.31	8.71	8.92	0.47	0.56	-0.21	0.0160	0.0491	Unaltered group
INO80B	2p13.1	8.05	8.37	0.72	0.71	-0.32	0.0160	0.0491	Unaltered group
CSNK2A1	20p13	10.06	10.20	0.30	0.52	-0.14	0.0160	0.0491	Unaltered group
GPR37	7q31.33	5.40	6.13	1.62	2.00	-0.73	0.0161	0.0493	Unaltered group
LINC01587	4p16.2	0.72	1.19	1.04	1.42	-0.47	0.0161	0.0493	Unaltered group
C10ORF88B	10q26.13	3.24	3.70	1.02	1.34	-0.46	0.0161	0.0494	Unaltered group
FOXP4	6p21.1	10.74	11.08	0.77	0.75	-0.34	0.0161	0.0494	Unaltered group
FAAP20	1p36.33	8.80	9.15	0.79	0.73	-0.35	0.0161	0.0494	Unaltered group
GOLGA3	12q24.33	11.03	11.30	0.61	0.60	-0.27	0.0162	0.0496	Unaltered group
C17ORF58	17q24.2	7.60	7.85	0.54	0.72	-0.25	0.0162	0.0496	Unaltered group
ALX1	12q21.31	0.81	1.27	0.97	1.83	-0.46	0.0162	0.0496	Unaltered group
ZBTB10	8q21.13	8.57	8.87	0.66	0.96	-0.30	0.0162	0.0496	Unaltered group
CTXN1	19p13.2	6.19	6.75	1.24	1.40	-0.56	0.0162	0.0496	Unaltered group
EPS8	12p12.3	10.84	11.13	0.63	0.99	-0.29	0.0162	0.0496	Unaltered group
TIMM13	19p13.3	9.48	9.79	0.69	0.62	-0.31	0.0162	0.0496	Unaltered group
TSG101	11p15.1	10.39	10.55	0.37	0.41	-0.17	0.0162	0.0496	Unaltered group
JAGN1	3p25.3	9.37	9.56	0.42	0.53	-0.19	0.0163	0.0497	Unaltered group
AQP11	11q14.1	4.37	4.64	0.58	0.91	-0.27	0.0163	0.0497	Unaltered group
RASD1	17p11.2	9.18	9.86	1.49	2.06	-0.68	0.0163	0.0499	Unaltered group
CKAP4	12q23.3	11.28	11.55	0.59	0.70	-0.26	0.0164	0.0499	Unaltered group
GTF2IP1	7q11.23	12.07	12.28	0.49	0.49	-0.22	0.0165	0.0502	Unaltered group
SLC7A5	16q24.2	10.51	10.95	0.94	1.37	-0.43	0.0165	0.0502	Unaltered group
HJV	1q21.1	0.42	0.72	0.66	0.97	-0.30	0.0165	0.0502	Unaltered group
NAT8L	4p16.3	3.30	3.89	1.25	2.02	-0.58	0.0165	0.0502	Unaltered group
OSBPL9	1p32.3	10.87	11.03	0.34	0.46	-0.15	0.0165	0.0503	Unaltered group
SYT1	12q21.2	5.55	6.19	1.40	2.12	-0.64	0.0165	0.0504	Unaltered group
SERHL	22q13.2	6.21	6.42	0.45	0.67	-0.21	0.0165	0.0504	Unaltered group
C8ORF86	8p11.22	0.04	0.13	0.16	0.44	-0.09	0.0165	0.0504	Unaltered group
IMMT	2p11.2	10.70	10.80	0.22	0.38	-0.10	0.0166	0.0505	Unaltered group
KAT8	16p11.2	9.21	9.39	0.39	0.55	-0.18	0.0166	0.0505	Unaltered group
UAP1	1q23.3	10.20	10.45	0.56	0.59	-0.25	0.0166	0.0506	Unaltered group
SCRN3	2q31.1	8.25	8.41	0.36	0.47	-0.16	0.0167	0.0506	Unaltered group
ATP5MC3	2q31.1	11.34	11.54	0.44	0.58	-0.20	0.0167	0.0507	Unaltered group
SLC22A7	6p21.1	0.04	0.13	0.17	0.40	-0.08	0.0168	0.0509	Unaltered group
TLE2	19p13.3	9.16	9.60	0.99	1.03	-0.44	0.0168	0.0511	Unaltered group
ANKRD54	22q13.1	8.47	8.65	0.38	0.52	-0.17	0.0168	0.0511	Unaltered group
SLC52A3	20p13	6.84	7.35	1.13	1.37	-0.51	0.0168	0.0511	Unaltered group
ZNF777	7q36.1	8.56	8.73	0.37	0.51	-0.17	0.0169	0.0511	Unaltered group
MST1	3p21.31	5.63	6.18	1.23	1.37	-0.55	0.0169	0.0511	Unaltered group
IARS1	9q22.31	11.09	11.28	0.42	0.51	-0.19	0.0169	0.0512	Unaltered group
RLIM	Xq13.2	10.27	10.42	0.35	0.43	-0.16	0.0169	0.0512	Unaltered group
TMEM249	8q24.3	1.97	2.38	0.89	1.23	-0.41	0.0169	0.0512	Unaltered group
TMEM254-AS1	10q22.3	4.82	5.19	0.81	1.12	-0.37	0.0169	0.0512	Unaltered group
LYAR	4p16.3	8.24	8.39	0.32	0.61	-0.15	0.0169	0.0512	Unaltered group
DPM3	1q22	8.27	8.72	1.01	1.02	-0.45	0.0169	0.0513	Unaltered group
BEST4	1p34.1	3.42	3.93	1.14	1.31	-0.51	0.0170	0.0513	Unaltered group
CAD	2p23.3	10.09	10.33	0.54	0.74	-0.25	0.0170	0.0513	Unaltered group
LRRC1	6p12.1	8.69	8.96	0.59	0.63	-0.26	0.0170	0.0514	Unaltered group
RAD54B	8q22.1	6.25	6.63	0.85	0.98	-0.38	0.0170	0.0514	Unaltered group
DNA2	10q21.3	6.59	7.02	0.96	1.04	-0.43	0.0170	0.0514	Unaltered group
RHBDD2	7q11.23	11.08	11.29	0.46	0.56	-0.21	0.0170	0.0515	Unaltered group
DROSHA	5p13.3	10.15	10.38	0.52	0.62	-0.23	0.0171	0.0516	Unaltered group
LARP4B	10p15.3	10.66	10.86	0.43	0.54	-0.19	0.0171	0.0517	Unaltered group
PSME3	17q21.31	11.14	11.28	0.32	0.42	-0.14	0.0171	0.0517	Unaltered group
SIX4	14q23.1	7.97	8.34	0.82	1.03	-0.37	0.0171	0.0517	Unaltered group
SAMD10	20q13.33	7.48	7.85	0.83	0.80	-0.37	0.0171	0.0517	Unaltered group
LACTB2	8q13.3	8.94	9.29	0.78	0.85	-0.34	0.0171	0.0517	Unaltered group
SCCPDH	1q44	10.10	10.34	0.53	0.73	-0.24	0.0172	0.0518	Unaltered group
PPFIA1	11q13.3	10.21	10.35	0.33	0.44	-0.15	0.0172	0.0519	Unaltered group
EEF1A2	20q13.33	6.38	7.68	2.89	3.54	-1.30	0.0172	0.0520	Unaltered group
TNFRSF1A	12p13.31	11.52	11.68	0.35	0.62	-0.16	0.0172	0.0520	Unaltered group
ZWINT	10q21.1	8.64	9.03	0.85	1.08	-0.38	0.0172	0.0520	Unaltered group
SRRM2-AS1	16p13.3	3.07	3.39	0.71	0.93	-0.32	0.0173	0.0521	Unaltered group
TMEM241	18q11.2	8.10	8.39	0.66	0.67	-0.29	0.0173	0.0522	Unaltered group
CENPL	1q25.1	7.18	7.44	0.60	0.74	-0.27	0.0173	0.0523	Unaltered group
CCNJL	5q33.3	8.94	9.45	1.14	1.26	-0.51	0.0174	0.0525	Unaltered group
MMAB	12q24.11	8.83	9.07	0.53	0.61	-0.24	0.0174	0.0526	Unaltered group
CTAGE15	7q35	5.60	6.04	0.97	1.13	-0.43	0.0175	0.0526	Unaltered group
INAVA	1q32.1	9.96	10.48	1.16	1.22	-0.51	0.0175	0.0528	Unaltered group
USP13	3q26.33	8.87	9.19	0.70	0.85	-0.31	0.0176	0.0530	Unaltered group
CCDC47	17q23.3	11.54	11.75	0.49	0.49	-0.22	0.0176	0.0530	Unaltered group
DDX42	17q23.3	11.38	11.56	0.41	0.45	-0.18	0.0176	0.0530	Unaltered group
TAX1BP1	7p15.2	11.95	12.11	0.36	0.51	-0.16	0.0177	0.0532	Unaltered group
NME6	3p21.31	7.60	7.77	0.37	0.45	-0.16	0.0178	0.0534	Unaltered group
AMN	14q32.32	4.72	5.55	1.87	2.18	-0.83	0.0178	0.0534	Unaltered group
ASB6	9q34.11	9.29	9.47	0.40	0.43	-0.18	0.0178	0.0534	Unaltered group
MEAK7	16q24.1	8.46	8.71	0.55	0.68	-0.25	0.0178	0.0534	Unaltered group
PANX2	22q13.33	7.13	7.80	1.51	1.65	-0.67	0.0178	0.0534	Unaltered group
DNAJC21	5p13.2	10.23	10.41	0.41	0.52	-0.18	0.0178	0.0534	Unaltered group
BANP	16q24.2	7.70	7.89	0.43	0.52	-0.19	0.0178	0.0534	Unaltered group
WFDC10B	20q13.12	2.53	3.17	1.43	1.85	-0.64	0.0179	0.0536	Unaltered group
LY6K	8q24.3	5.19	6.29	2.47	3.08	-1.10	0.0179	0.0537	Unaltered group
GTF2F2	13q14.12-q14.13	8.49	8.64	0.34	0.47	-0.15	0.0179	0.0538	Unaltered group
PRR15L	17q21.32	9.24	9.80	1.26	1.49	-0.56	0.0179	0.0538	Unaltered group
SARS2	19q13.2	8.33	8.61	0.62	0.74	-0.28	0.0180	0.0539	Unaltered group
FRG2B	10q26.3	0.33	0.59	0.51	1.37	-0.26	0.0180	0.0539	Unaltered group
IRAK1	Xq28	11.58	11.82	0.54	0.62	-0.24	0.0180	0.0540	Unaltered group
SETD1A	16p11.2	9.58	9.80	0.50	0.53	-0.22	0.0180	0.0541	Unaltered group
CC2D1B	1p32.3	9.98	10.13	0.33	0.47	-0.15	0.0180	0.0541	Unaltered group
DHX9	1q25.3	11.79	11.94	0.35	0.36	-0.15	0.0181	0.0541	Unaltered group
BRD7	16q12.1	9.99	10.12	0.28	0.41	-0.13	0.0181	0.0542	Unaltered group
MRPL13	8q24.12	9.15	9.46	0.71	0.72	-0.31	0.0181	0.0542	Unaltered group
NOX5	15q23	1.85	2.50	1.46	1.71	-0.65	0.0181	0.0543	Unaltered group
CDH15	16q24.3	4.64	5.40	1.72	2.03	-0.76	0.0181	0.0543	Unaltered group
TRAPPC12	2p25.3	9.46	9.60	0.32	0.43	-0.15	0.0182	0.0544	Unaltered group
FIZ1	19q13.42	8.24	8.41	0.39	0.54	-0.17	0.0182	0.0545	Unaltered group
ADRM1	20q13.33	10.84	11.09	0.58	0.56	-0.25	0.0182	0.0546	Unaltered group
JADE3	Xp11.3	8.16	8.40	0.55	0.60	-0.24	0.0183	0.0546	Unaltered group
CTNNA1	5q31.2	13.06	13.26	0.45	0.50	-0.20	0.0183	0.0546	Unaltered group
ESM1	5q11.2	7.09	7.86	1.77	1.46	-0.77	0.0183	0.0546	Unaltered group
OPN3	1q43	9.45	9.83	0.83	1.33	-0.38	0.0185	0.0552	Unaltered group
TBKBP1	17q21.32	8.04	8.35	0.71	0.76	-0.31	0.0185	0.0552	Unaltered group
PDZD11	Xq13.1	9.46	9.67	0.46	0.59	-0.20	0.0185	0.0552	Unaltered group
COX10	17p12	8.00	8.11	0.24	0.46	-0.11	0.0185	0.0553	Unaltered group
SPINK4	9p13.3	0.72	1.33	1.34	2.25	-0.61	0.0186	0.0554	Unaltered group
ZNF138	7q11.21	7.26	7.51	0.58	0.67	-0.26	0.0186	0.0554	Unaltered group
REXO4	9q34.2	9.01	9.15	0.31	0.40	-0.14	0.0186	0.0554	Unaltered group
FAM86FP	12p13.31	4.60	4.93	0.75	0.91	-0.33	0.0186	0.0555	Unaltered group
PGD	1p36.22	11.79	12.07	0.61	1.03	-0.28	0.0187	0.0556	Unaltered group
ZNF75A	16p13.3	8.02	8.22	0.44	0.68	-0.20	0.0187	0.0556	Unaltered group
HERC2P4	16p11.2	1.21	1.83	1.41	1.58	-0.62	0.0187	0.0557	Unaltered group
RPS10P7	1q32.1	5.92	6.15	0.49	0.69	-0.22	0.0187	0.0557	Unaltered group
KIFC1	6p21.32	8.24	8.61	0.82	1.28	-0.37	0.0188	0.0559	Unaltered group
GCAT	22q13.1	7.55	7.99	1.02	0.98	-0.44	0.0189	0.0561	Unaltered group
NAA25	12q24.13	8.96	9.20	0.54	0.55	-0.24	0.0189	0.0562	Unaltered group
DUSP23	1q23.2	9.55	9.87	0.73	0.97	-0.32	0.0189	0.0562	Unaltered group
CAMK2G	10q22.2	9.84	10.01	0.38	0.54	-0.17	0.0189	0.0563	Unaltered group
PPAN	19p13.2	8.38	8.66	0.64	0.67	-0.28	0.0189	0.0563	Unaltered group
EMC9	14q12	7.10	7.35	0.58	0.76	-0.26	0.0190	0.0563	Unaltered group
CIAPIN1	16q21	9.68	9.87	0.44	0.46	-0.19	0.0190	0.0564	Unaltered group
RFC3	13q13.2	7.84	8.10	0.59	0.80	-0.26	0.0190	0.0564	Unaltered group
DENND10P1	Xq26.1	7.32	7.53	0.47	0.64	-0.21	0.0190	0.0564	Unaltered group
ARHGAP36	Xq26.1	0.22	0.47	0.51	1.19	-0.25	0.0190	0.0564	Unaltered group
NUBP2	16p13.3	9.60	9.98	0.88	0.65	-0.38	0.0191	0.0565	Unaltered group
ARHGEF38	4q24	4.98	5.36	0.84	1.16	-0.37	0.0191	0.0566	Unaltered group
LRRCC1	8q21.2	8.39	8.66	0.61	0.71	-0.27	0.0191	0.0566	Unaltered group
LSM5	7p14.3	9.06	9.31	0.58	0.60	-0.25	0.0192	0.0567	Unaltered group
TLX3	5q35.1	0.15	0.34	0.38	1.00	-0.19	0.0192	0.0567	Unaltered group
JTB	1q21.3	11.44	11.67	0.53	0.59	-0.23	0.0192	0.0567	Unaltered group
PRR22	19p13.3	4.24	4.77	1.22	1.13	-0.53	0.0192	0.0568	Unaltered group
ACTL6B	7q22.1	0.07	0.25	0.32	1.11	-0.18	0.0192	0.0568	Unaltered group
GRIN1	9q34.3	3.75	4.39	1.44	1.87	-0.64	0.0192	0.0569	Unaltered group
UQCRH	1p33	10.55	10.80	0.56	0.66	-0.25	0.0192	0.0569	Unaltered group
LINC00113	21q21.3	0.09	0.20	0.21	0.51	-0.10	0.0192	0.0569	Unaltered group
C10ORF95	10q24.32	5.14	5.60	1.04	1.39	-0.46	0.0192	0.0569	Unaltered group
GCLM	1p22.1	8.70	9.11	0.93	1.13	-0.41	0.0193	0.0570	Unaltered group
DUSP13	10q22.2	2.35	3.25	2.04	2.64	-0.90	0.0193	0.0570	Unaltered group
TMEM59L	19p13.11	5.28	6.36	2.46	2.94	-1.08	0.0193	0.0571	Unaltered group
FXR1	3q26.33	10.67	10.85	0.39	0.49	-0.17	0.0194	0.0571	Unaltered group
HCG18	6p22.1	8.74	8.90	0.35	0.45	-0.16	0.0195	0.0574	Unaltered group
F7	13q34	2.10	2.60	1.08	2.10	-0.50	0.0195	0.0575	Unaltered group
SNHG3	1p35.3	5.80	6.18	0.88	1.03	-0.38	0.0195	0.0575	Unaltered group
MAP4K3	2p22.1	9.53	9.70	0.39	0.49	-0.17	0.0195	0.0575	Unaltered group
F8A1	Xq28	7.40	7.63	0.51	0.67	-0.23	0.0195	0.0576	Unaltered group
SPACA4	19q13.33	3.04	3.67	1.46	1.32	-0.63	0.0195	0.0576	Unaltered group
ATN1	12p13.31	11.61	11.86	0.57	0.57	-0.25	0.0196	0.0577	Unaltered group
KAAG1	6p22.3	0.86	1.33	1.07	1.26	-0.47	0.0196	0.0578	Unaltered group
ACAP3	1p36.33	9.19	9.58	0.89	0.83	-0.38	0.0196	0.0578	Unaltered group
TSKU	11q13.5	9.94	10.27	0.73	1.18	-0.33	0.0197	0.0579	Unaltered group
RAB1A	2p14	11.91	12.04	0.30	0.36	-0.13	0.0197	0.0579	Unaltered group
CHRND	2q37.1	0.08	0.20	0.23	0.56	-0.11	0.0197	0.0579	Unaltered group
XPNPEP3	22q13.2	7.51	7.68	0.39	0.55	-0.17	0.0198	0.0582	Unaltered group
CSRNP2	12q13.12	9.59	9.74	0.35	0.52	-0.16	0.0198	0.0582	Unaltered group
FANCC	9q22.32	7.56	7.74	0.41	0.61	-0.18	0.0198	0.0582	Unaltered group
H3C10	6p22.1	3.13	3.69	1.30	1.48	-0.56	0.0198	0.0583	Unaltered group
ZDHHC12	9q34.11	9.41	9.71	0.70	0.64	-0.30	0.0199	0.0584	Unaltered group
KIAA2013	1p36.22	10.42	10.57	0.35	0.41	-0.15	0.0199	0.0584	Unaltered group
PRELID3B	20q13.32	10.62	10.92	0.70	0.66	-0.30	0.0199	0.0584	Unaltered group
PGM1	1p31.3	10.63	10.80	0.38	0.63	-0.17	0.0199	0.0585	Unaltered group
QSOX1	1q25.2	10.66	11.04	0.88	1.09	-0.38	0.0199	0.0585	Unaltered group
CDH18	5p14.3	0.54	1.15	1.35	2.06	-0.60	0.0200	0.0586	Unaltered group
HS1BP3	2p24.1	9.56	9.76	0.46	0.59	-0.20	0.0200	0.0586	Unaltered group
NOP56	20p13	10.60	10.81	0.48	0.61	-0.21	0.0200	0.0588	Unaltered group
PPP1R7	2q37.3	10.09	10.22	0.28	0.38	-0.12	0.0201	0.0589	Unaltered group
PRR7	5q35.3	4.94	5.41	1.09	1.25	-0.47	0.0201	0.0590	Unaltered group
SLC45A4	8q24.3	9.41	9.65	0.53	0.94	-0.24	0.0202	0.0590	Unaltered group
PTGES3	12q13.3	12.46	12.61	0.34	0.53	-0.15	0.0202	0.0590	Unaltered group
ENTR1	9q34.3	9.16	9.36	0.47	0.50	-0.20	0.0202	0.0591	Unaltered group
PROM2	2q11.1	9.77	10.41	1.50	1.40	-0.64	0.0202	0.0591	Unaltered group
SHTN1	10q25.3	10.03	10.24	0.46	0.73	-0.21	0.0202	0.0591	Unaltered group
PGM2L1	11q13.4	9.27	9.59	0.71	0.95	-0.31	0.0202	0.0592	Unaltered group
TMEM187	Xq28	7.68	7.89	0.45	0.69	-0.20	0.0203	0.0593	Unaltered group
CDK2	12q13.2	9.23	9.40	0.37	0.64	-0.17	0.0203	0.0593	Unaltered group
RTBDN	19p13.13	1.61	2.27	1.49	2.13	-0.66	0.0203	0.0594	Unaltered group
NAE1	16q22.1	9.37	9.55	0.41	0.47	-0.18	0.0203	0.0594	Unaltered group
NTMT1	9q34.11	8.56	8.81	0.58	0.56	-0.25	0.0203	0.0594	Unaltered group
PA2G4P4	3q25.31	5.78	6.09	0.72	0.73	-0.31	0.0203	0.0594	Unaltered group
HES7	17p13.1	0.88	1.30	0.96	1.17	-0.42	0.0203	0.0594	Unaltered group
DUSP5P1	1q42.13	2.25	2.85	1.37	1.80	-0.60	0.0204	0.0595	Unaltered group
FAM224B	Yq11.222	0.72	1.33	1.36	2.12	-0.61	0.0204	0.0595	Unaltered group
PFDN4	20q13.2	8.30	8.56	0.62	0.73	-0.27	0.0204	0.0596	Unaltered group
ZNF251	8q24.3	8.10	8.33	0.51	0.75	-0.23	0.0205	0.0597	Unaltered group
H2AC6	6p22.2	9.35	9.84	1.12	1.23	-0.48	0.0205	0.0597	Unaltered group
TBC1D3P1-DHX40P1	17q23.1	0.43	0.86	0.97	1.27	-0.42	0.0205	0.0597	Unaltered group
ORMDL2	12q13.2	9.55	9.79	0.55	0.58	-0.24	0.0205	0.0597	Unaltered group
INSYN2A	10q26.2	2.80	3.31	1.15	1.66	-0.51	0.0205	0.0597	Unaltered group
ARL16	17q25.3	8.75	9.02	0.61	0.68	-0.26	0.0205	0.0597	Unaltered group
HOXA11	7p15.2	1.19	1.71	1.16	2.11	-0.53	0.0206	0.0600	Unaltered group
MICU1	10q22.1	10.20	10.35	0.32	0.47	-0.14	0.0206	0.0600	Unaltered group
DOHH	19p13.3	7.42	7.82	0.94	0.73	-0.40	0.0206	0.0600	Unaltered group
ZC3H8	2q14.1	6.61	6.79	0.40	0.62	-0.18	0.0206	0.0600	Unaltered group
ANAPC13	3q22.2	9.94	10.09	0.35	0.48	-0.15	0.0207	0.0601	Unaltered group
TIMM50	19q13.2	9.64	9.89	0.58	0.65	-0.25	0.0207	0.0601	Unaltered group
FBXO24	7q22.1	2.91	3.43	1.23	0.98	-0.52	0.0207	0.0602	Unaltered group
TCEA3	1p36.12	9.39	9.85	1.06	1.33	-0.46	0.0207	0.0602	Unaltered group
PSMB7	9q33.3	10.54	10.74	0.45	0.53	-0.20	0.0208	0.0604	Unaltered group
PER2	2q37.3	9.22	9.50	0.64	0.78	-0.28	0.0208	0.0605	Unaltered group
CEP85	1p36.11	8.51	8.77	0.60	0.66	-0.26	0.0209	0.0605	Unaltered group
MROH1	8q24.3	9.59	9.87	0.66	0.70	-0.28	0.0209	0.0605	Unaltered group
TROAP	12q13.12	6.99	7.48	1.11	1.58	-0.49	0.0209	0.0606	Unaltered group
LINC00999	10p11.1	6.44	6.78	0.78	0.97	-0.34	0.0209	0.0606	Unaltered group
FAAP100	17q25.3	9.59	9.88	0.69	0.57	-0.29	0.0209	0.0607	Unaltered group
WDR24	16p13.3	8.39	8.60	0.48	0.56	-0.21	0.0210	0.0607	Unaltered group
OC90	8q24.22	0.07	0.18	0.19	0.68	-0.10	0.0210	0.0608	Unaltered group
TANC2	17q23.2-q23.3	10.48	10.86	0.88	0.86	-0.38	0.0210	0.0608	Unaltered group
BOLA2	16p11.2	9.93	10.22	0.68	0.72	-0.29	0.0210	0.0608	Unaltered group
B4GALT1	9p21.1	12.41	12.63	0.53	0.68	-0.23	0.0210	0.0609	Unaltered group
SIX6	14q23.1	0.11	0.25	0.29	0.66	-0.14	0.0210	0.0610	Unaltered group
CEP95	17q23.3	8.68	8.86	0.43	0.54	-0.19	0.0211	0.0610	Unaltered group
MIR924HG	18q12.2-q12.3	2.24	2.78	1.24	1.62	-0.54	0.0211	0.0610	Unaltered group
PPIA	7p13	12.06	12.28	0.52	0.57	-0.22	0.0211	0.0610	Unaltered group
RRM2	2p25.1	2.31	2.75	1.00	1.44	-0.44	0.0211	0.0610	Unaltered group
